ytid,caption
p_dE26TA8ig,"The low quality recording features a childish female vocal singing over acoustic rhythm guitar. It is a bit noisy and in mono, it sounds emotional and like a background song for some video game.."
p_o6NQX7lmE,This song contains whales singing and then a piano starts playing a composition along. This may be playing in a documentary.
paeNnR33i5Q,This is the live performance of a progressive metal music piece. The electric guitar is playing a complex solo in the lead. There is a bass guitar playing in the background. The rhythm is played by the acoustic drums. There is an agitated feel to the piece. This piece could be playing in the background at a rock bar.
pcOPueObfWs,"The low quality recording features a filtered monster growl, followed by a wide arpeggiated synth. It sounds spooky and haunting."
pdIAN6lMXSU,This song contains a digital techno drum with a kick on every beat. A sub-bass is inviting to dance along with synth pluck sounds playing a melody in a higher key along with a female voice. A very low pitched male voice sample comes in for a moment before a synth pad sound playing in the midrange comes in. This song may be playing in a techno club.
pdOskdFwRPg,This song features a drum solo. The drum solo has the accents on the cowbell. The tempo of this song is fast. The hi-hat accentuates the counts and is played in eighth note pattern. There are no other instruments in this song. This song can be played in an instructional video.
pejDm3j4Y-I,The low quality recording features repetitive buzzy strings and wooden percussion performing live. There is an unwanted male cough at one point in the loop. The recording is very noisy and in mono.
piY4mt4F9xg,This folk song features a female voice. This is accompanied by percussion played on the Congas. An acoustic guitar strums the chords. The bass plays a running bassline providing fills and giving depth to the low end of the musicscape. An organ plays chords in the background. The song has a hippie feel. This song can be used in a retro movie with a hippie movement theme.
piyYJ2l_h8Q,This is a rock-n-roll music piece. There is a male vocalist in the lead singing in a gritty manner. The electric guitar is playing a simple tune with the backing of the bass guitar. The rhythmic background consists of a basic upbeat acoustic rock drum beat. There is a groovy feel to this piece. It could be playing in the background at a rock bar. It could also be used in the soundtrack of a feelgood movie during road trip scenes.
pmdoDcNBt0E,"The low quality recording features a live performance of a pop song that consists of groovy synth bass, punchy snare, soft hi hats, heartbeat kick pattern, mellow sustained string melody and passionate female vocal singing over it. It sounds emotional, passionate and groovy thanks to that synth bass."
pnh_C1w4yGc,"The low quality recording features a flat male vocal talking over an electro song that consists of a punchy ""4 on the floor"" kick pattern, short snare hit and offbeat shimmering hi hats. In the second part of the loop, the electro song is being scratched by a DJ. The recording is noisy and in mono."
poxsF3-HeP0,"A male vocalist sings this catchy song. The tempo is fast with synthesiser arrangement, punchy digital drum beats, groovy bass line and melodic vocal backup. The music has a repetitive, catchy vocal riff. It is youthful, punchy, bouncy, thumping, pulsating, and throbbing with soulful vocals and a dance groove. This music is Deep House/Techno pop."
pp6eSGANq0Y,"A female vocalist sings this spirited song. The tempo is fast with enthusiastic electric guitar harmony, slick drumming, groovy bass lines and synthesiser arrangements. The song is energetic, youthful, fun, pulsating, engaging and emphatic. This song is Alternative Rock."
ppAT0f2YCyM,"This song is a duet sung in a two part harmony in a foreign language. The tempo is slow with a male voice chanting a call to which the response is this melodious harmony. The song is soothing, calming, delicate, charming and melodic. This could possibly be a religious ritual."
pqsU95TNNP8,"The low quality recording features a cover of a pop song and it features passionate female vocal singing over acoustic rhythm guitar. There is a quiet playback playing in the background - it sounds like it is coming from headphones. The recording is a bit resonant and noisy, but it sounds emotional and heartfelt regardless."
pvxx3aokwCU,"This is an instrument showcase jam. The steel drums are being played in a gentle manner. Then, a male voice starts describing the features of the steel drums. The instrument has a relaxing timbre. The parts where it is being played can be sampled for use in the background of meditation videos."
pwX5SArqGKU,This pop rock song features a male voice singing the main melody. A backing male voice sings the last part of the line in harmony. This is accompanied by a piano playing staccato chords. There is a momentary silence of instruments except the percussion after the chords are struck. An acoustic guitar plays chords in the background. A bass guitar plays the root notes of the chords. The percussion plays a simple beat in common time and finishes the bar with a roll. Then the drum plays with the beat with an open hi-hat. The mood of this song is happy. This song can be played in a coming of age movie.
pxEmmUYLHrE,"The low quality recording features a picked mandolin solo melody. Even though the recording is noisy and in mono, it gives off joyful and happy vibes."
pyumNmhV4_s,"This is a punk rock piece. There is a male vocal singing with a nasal singing technique. There is a distorted electric guitar playing the main theme. The bass guitar is playing a simple, repetitive bass line. The acoustic drums are playing a fast-paced skank beat. There is a defiant, rebellious feel to the piece. It could be used in the soundtrack of a high school drama movie or a TV series."
pz8P96myUZk,This contemporary gospel song features a female voice singing the main melody. This is accompanied by percussion playing a simple beat in common time. The bass plays the root nots of the chords. An electric guitar plays fills in between lines. The quality of this audio is low and other instruments cannot be easily identified. This song can be played in a Christian movie.
pzm90xLX9HM,"The low quality recording features a live performance of a traditional song and it consists of passionate male vocal, alongside passionate background male vocal singing over sustained accordion melody and some tinny percussive elements. Even though it is a bit distorted, mono and noisy, it still sounds soulful."
pzpg2-jYu6k,This song contains a male voice singing in the midrange while percussion instruments such a triangle and drums are playing a rhythm along with an e-bass. A baritone saxophone is playing a melody and someone is strumming chords and a melody on an acoustic guitar. This is an amateur recording. You can hear a high frequency tone from the recording and the sound is lagging. This song may be playing on the radio in a small village.
q-86OQ3HZ4o,"This music is a mesmerising Chinese instrumental. The tempo is medium with a melodious Chinese harp or Guzheng with rhythmic pipa, violin harmony and Chinese percussion instruments. The music is soft, soothing, calming, ethereal, meditative, mellifluous,euphonious and enchanting."
q-sJu8CoZts,"A male vocalist sings this high energy Country Song. The tempo is fast with animated Banjo, fiddle, auto harp, acoustic guitar and cello. The song is cheerful, happy, enthusiastic, fervent, pulsating, buoyant and animated with vocalising and backup. This song is a spirited Country Folk Song."
q4PfLl3JVfg,"The Ambient song features a wide synth pad melody and wide smooth, sustained pad chord playing together. It sounds very relaxing, calming and hypnotic - it kind of makes you sleepy."
q6GBCmLxNIk,The song is an instrumental. The tempo is medium with a string section accompanying the first violin playing a melancholic melody. The song is emotional and melancholic. The song is a classic western classical music piece.
q7U8p-m8J3s,The song is an instrumental. The tempo is medium with a wood block percussion and a didgeridoo playing percussively. The song is spiritual and emotional in nature. The audio quality is poor.
q7s7C4oNlFo,"This is an intuitive folk/neo-folk music piece. There is a female vocalist singing over multiple tracks, one being the minor harmonies of the other. There is an acoustic guitar playing a gentle, simple tune. The atmosphere of this piece is heart-touching. The music could fit very well in the soundtrack of a drama movie or a TV show."
q7sK_xrJz-k,"The low quality recording features a flat male vocal talking over electric guitar melody and sustained strings, with some metallic impact sound and stuttering vocal sound effect. It sounds funny and the recording is noisy and in mono."
q87TmUmVg0Y,This is a live performance of a pop rock music piece. Two male vocals are singing melodically at the same time. There is a piano playing an upbeat melody while the bass guitar plays a simple bass line in the background. The piece has a joyful aura to it. This piece could be used in the soundtrack of a sit-com during the scenes of a character happily walking through the city.
q9DzO_I4dXg,This is an electronic music piece performed by a DJ. There is a heavy use of the turntable adding the repeated scratching effect. A male voice sample can be heard alongside the scratching. In the backing track there is an electric guitar playing the melody while a simple electronic drum beat provides the rhythmic background.
q9Gh-zh-5Ig,"Energetic, fun latin salsa music with a fast tempo that includes busy percussion, a brass section, piano, group male vocals."
q9zAlMM-A9I,"A full orchestra is playing a slow dramatic, emotional and soft composition. In the background whispering can be heard. This is an amateur recording. This song may be playing at a theater dancing ballet."
qAr3mFkEvco,"The low quality recording features a pop song that contains repetitive, excited male vocals talking over energetic beats, filter mod synth chords, repetitive cowbell and high pitched synth bells melody. It sounds chaotic, fun and happy - like a parody song."
qBe_D8Gg5lA,The song is an instrumental. The bagpipes play together in unison and march to the sounds of crowds cheering and other ambient sounds. The song is patriotic like a victory march. The song has very bad audio quality.
qDSvHlHbAqM,"A female vocalist sings this sweet Country song. The music is fast with lively banjo, mandolin, acoustic guitar , dobro and Auto harp harmony, steady bass and rhythmic drumming . The song is emotional, sentimental, pensive, reflective, with a catchy beat. This song is classic Country Pop."
qDiTICmdUQg,"The Rock song features a doubled flat male vocals singing over wide electric guitar chords, groovy bass guitar, energetic cymbals, punchy snare hits and heartbeat kick pattern. It lacks low frequencies, therefore it sounds thin, hollow and harsh, but regardless, also energetic and aggressive."
qDjeY72KaSo,"A Chinese zither plucked string instrument, or guzheng covering a popular western song with virtuosity, tremolo picking and string bending over a steady rock beat. East meets west."
qEGNzCWQdqo,A brass section is playing a melody along with a lead trumpet. In the background you can hear strings playing in the mid to high range. An upright bass is holding the rhythmic side of the song. A piano is playing the same melody as the male singer. This song may be playing in a retro bar.
qEJ_jxZzt7k,"The low quality recording features a cover of a song and it consists of an addictive electric guitar melody played over barely audible playback. The recording is very noisy and in mono, as it was probably recorded with a phone."
qET3h3w35EA,"The Regional Mexican song features a passionate female vocal singing over groovy piano melody, wide muffled brass section melody layered with soft crashes and percussive elements. The recording is low quality and vintage, but it still sounds passionate and emotional - like something you would dance to in a latin pub."
qFTMEVccUMg,"The low quality recording features a squeaking sound, followed by shimmering bells. The recording is noisy."
qFo_gRhW6dQ,This is a yoga music piece. There is a male vocal humming a gentle tune. The acoustic guitar is playing a simple arpeggio in the background. There is a calming atmosphere. This piece could fit well during meditation sessions.
qHRRWdWvjxI,"Lead clarinetist playing a melody with an eastern scale accompanied by wind ensemble, cymbals and drums."
qI-Ji4gtBPM,"The low quality recording features an electro song that contains soft male vocal singing over punchy ""4 on the floor"" kick pattern, shimmering hi hats and open hats, claps, groovy acid synth bass and mellow synth pad chords. It sounds energetic, groovy and hypnotic."
qIxpfaeZ-zs,A male Arab singer sings this cool melody. The tempo is medium with Arabic percussion instruments and various stringed instruments. The song is passionate and romantic. The song has bad audio quality.
qKOsbyT8GCU,A male deep voice is singing along to an accordion sound and a choir providing backing vocals. This song sounds cheerful. This is an amateur recording and of poor audio-quality. This song may be playing at a celebration.
qKXhSGaudtk,"The low quality recording features a traditional song that contains a wide string melody, wooden percussion and some noisy sound in the background. It gives relaxing vibes, even though the percussion and strings are a bit aggressive."
qLWWDHLJBBQ,A song is played in the background containing a brass melody. In the foreground you can hear a lot of clicking noises that do not belong to the music. This is an amateur recording. This song may be playing in a casino.
qM8F6ECriRc,"The low quality recording features a traditional pop song that consists of a flat male vocal, alongside exciting background vocals, singing over claps, wooden percussive elements, groovy bass and acoustic guitar melody. It sounds energetic, addictive, fun and joyful - like something you would hear at more traditional parties."
qMbGFWz9who,"A male singer  sings this classic pop song. The tempo is fast with keyboard harmony, violins,infectious drumming,funky bass guitar and synthesiser arrangement. There are sounds of static, tapping and a baby crying loudly superimposed on the song. The audio quality is inferior and the recording is amateur. This song is Retro Rock and Roll."
qMd2DTyF9EE,This is the live performance of an Irish folk music piece. There is no singer. The fiddle is playing an upbeat solo while the bass guitar is playing a complex bass line using the tapping technique. The atmosphere is joyful. This piece could be used in the soundtrack of a documentary that has scenes of rapid movement.
qOSdHmfwLF4,"The low quality recording features a children song that consists a passionate female vocal singing over, punchy snare located in the right channel, shimmering tambourine in the right channel of the stereo image, shimmering bells melody, shimmering acoustic rhythm guitar chords, simple bass and coughing sound in the beginning. It sounds fun, happy and joyful - like something kids would listen to."
qRgefptkDeo,This folk song features a clarinet playing the main melody. A trumpet plays a similar melody in harmony. This is accompanied by a tuba playing the bass notes. An acoustic guitar plays chords for this song. There are no voices in this song. This is an instrumental song. There is no percussion in this song. This song can be played at an Oktoberfest party.
qUWYzx7pBSw,This song contains a complex drum groove with fill-ins and a loud groove on the ride cymbal. A distorted e-bass is playing a simple fast bassline along with a distorted e-guitar playing lower notes along with the bass. This song may be playing in a car racing video-game.
qVT6GX1KHUY,"This music is a Country song instrumental. The tempo is medium with a pedal steel  guitar lead harmony with steady drumming and keyboard accompaniment. The music is a simple,minimalist, sweet, dulcet, sentimental, nostalgic, soothing, pleasant and mellifluous , classic Country music instrumental."
qV_VxEAXXDU,"This music is instrumental. It is the sound of a bell playing incessantly. The sound is loud, booming, vibrating, resounding and resonating."
qVdBBOpSoN4,"A female vocalist sings this powerful Hard rock song. The tempo is medium fast with a vigorous electric guitar feedback, synthesiser articulation and electronic arrangement. The song is youthful, powerful, intense, boisterous, compelling, psychedelic, boomy , punchy and impactful. This song is a Hard Rock/heavy Metal song."
qVgVh9t_7ac,"The low quality recording features a chiptune melody playing with whistling and car honking sound effects along with it. It sounds very noisy and thin, like it was recorded with a phone."
qVgnzJuGDBE,"This music is instrumental. The tempo is slow with a smooth saxophone harmony, groovy bassline, syncopated piano and jazz style drumming. The music is soothing, atmospheric, soothing, lively,  romantic, compelling and informal.  This music is a Jazz instrumental."
qVuxCN3JpiM,"Someone is playing acoustic drums with a lot of fill-ins before breaking into the next part of the song. A e-guitar and e-bass are playing the same melody/chords to elevate the energy. Female voices are singing in harmony before a male voice starts to scream in a higher register and then starts rapping. The e-guitar then is playing, almost clean sound, melody. This song may be playing with headphones while skating."
qXSG2uq2tNw,"This song is an animated vocalisation. The tempo is fast with a lively piano accompaniment, accordion harmony, cello rhythm, hard hitting drums, groovy bass lines, hand percussion beats and xylophone. The music is upbeat, energetic,enthusiastic, high-spirited and vivacious. This is a live performance with ambient sounds of people talking and general bustling. The audio quality is inferior. This song is a live Pop."
qXgSlhWbWLU,The song is a modern pop song performed live performance. A female sings this melody with a strong drumming rhythm. The song is highly distorted with high noise levels and distortion. The song is a rock classic and performed live in front  of a noisy audience.
qZ_-5JplSVg,"The Gospel song features a choir singing over shimmering cymbals, soft hi-hats, smooth bass, arpeggiated acoustic guitar melody, sustained strings melody and emotional piano chords. It sounds passionate and heartfelt as the instrumentation is played dynamically, as the listener can really feel the softness of the instruments."
qZkM3QaeaUM,"The low quality recording features a mellow piano melody, slowly arpeggiated acoustic guitar melody and sustained soft strings melody. It sounds sad and emotional."
qaQjG9SwORU,"A quiet recording of two female singers participating in a yodeling call and response section, accompanied by accordion, drum kit, bass and guitar playing a steady oompah beat. The chord progression is simple and the mood is fun and silly."
qbIPQGY8RRA,"A group of male vocalists sing this folk song in a foreign language. The tempo is fast with minimalist  instruments like a lively acoustic guitar harmony, shakers and tambourine beat;The vocals are energetic, youthful, earnest, cheerful , happy, simple and chirpy."
qbexOeoH5hg,"The rock song features a passionate male vocal, alongside harmonizing background vocal, singing over tremolo electric guitar located in the left channel, arpeggiated electric guitar melody in the right channel of the stereo image, shimmering tambourine, groovy bass guitar, punchy kick and snare hits, reverberant percussive hit and energetic crash cymbal. It sounds groovy, energetic and kind of addictive thanks to that cadence."
qcjzfHmQvxg,"The low quality recording features a flat female vocal talking over breathy flute melody. As soon as the female starts talking, the flute melody lowers in volume. The recording is noisy and in mono."
qdWTfyysMN8,An e-guitar is playing a single note of a chord creating an arpeggio with an echo/delay-effect. The whole composition sounds soothing and relaxing. This may be relaxing in your room with headphones.
qeoYWM1uYPI,"The low quality recording features an electro song that consists of reversed hi hats, followed by shimmering 2 step hi hats and ""4 on the floor"" kick pattern playing on top of it. It sounds groovy and exciting."
qfVIeq7s6tw,The song is an instrumental. The song is medium fast tempo with a didgeridoo playing percussively with no other instrumentation. The song is played passionately and spirited. The audio quality is very poor.
qfwTbBprDVU,This is a dancehall/reggae music piece. There is a female vocalist singing in a rap-like manner with a Jamaican accent in the lead. The melody is being played by two layers of electric guitar with a bass guitar backing. The rhythm is being played by the electronic drums. An airy synth sound can be heard very faintly in the distance. The atmosphere is chill. This piece can be used in the soundtrack of a summer movie during scenes where everybody is relaxing.
qh-4EDX4agQ,The song is an instrumental. The song is medium tempo with a horn player playing a deer horn in a repeated manner. The song is spiritual and customary. The song has bad audio quality.
qie2k2gZ7wA,"The rock music features a screaming male voice singing a melody. One of the electric guitars accompanies the singer with strummed chords while the other, for the second part of the music excerpt, plays a melody. Both guitars have a distortion effect on. The drums play a well grounded rhythm and together with the bass guitar drive the pulse of the music. The quality of the audio recording is not that good, most probably this is an old live recording."
qjH068GOmQ4,"The low quality recording features a drum & bass song that consists of a repetitive female vocal sound effect, growl synth bass, manic percussions, shimmering hi hats, punchy kick and snare hits and echoing synth pad. It sounds energetic, aggressive and manic - like something you would hear in underground clubs during the 00s."
qjJ41iwU9LY,"The low quality recording features a pop song that consists of harmonizing vocals singing over pulsating synth lead melody, groovy bass, ""4 on the floor"" kick pattern, punchy snare, shimmering hi hats and some wooden percussive elements. It sounds energetic and addictive."
qknDM3pcoD0,"This song carries a powerful air of conviction with it that is aided by  the singer's soulful performance. It's a heartbreak song and although it feels sad, it also feels like a reclamation of power. It's a live performance with a full band including guitarists, violinists, a pianist and a drummer who plays a pop beat. The genre for this song could be classified as pop-soul."
ql7aH8wF6JM,"The music is purely instrumental and it features a 12-string acoustic guitar playing the same note over and over. Since it's a 12-string guitar the note can be heard played twice really fast. I guess a better name would be tuning instead of melody, because it sounds as if the guitarist is trying to tune the 2 strings to play the same note together."
qlWEAm4AUTU,"Audio of a percussion instrument playing by itself. Sounds like a tambourine, riq, or pandeiro, playing a steady beat, alternating between a cymbal sound and a bongo drum sound."
qlklggFvAZs,"This is a contemporary reggae song. The vocalist has a smooth and silky voice, the song sounds romantic and intimate. We hear electric guitar chord stabs on the off-beats which characterise the reggae pop style. There are also licks on the electric guitar and a simple drum beat suitable for laid-back dancing. The song has a tropical feel."
qlqJF5yPmUc,fast tapping in rhythm. The sounds are clicking. There is a metronome sound present as well. The rhythm is regimented.
qm8sJxsZ5VY,"The song is an instrumental. The song has ambient room noises like hair trimming tones and funny tones. The song has slick drumming rhythm, groovy bass line, guitar rhythm and keyboard accompaniment. The song is groovy and funny. The song is a soundtrack for a funny prank video."
qmR9O2oZCWc,This audio contains someone playing a soothing melody on a harp. This piece sounds a little bit melancholic. This song may be playing at a little concert.
qni67aUJbw4,"The song is an instrumental. The song is medium tempo with a steady drumming rhythm, cymbals crashing, piano accompaniment and a xylophone playing a cool melody. The song is emotional and passionate. The song is an ad jingle for a technology solutions company."
qoBC2wimalI,"This music is instrumental . The tempo is slow with an Oboe playing a monotone note and synthesised sound of heavy rainfall. The music has minimal instruments and has a creepy, scary, sinister, unnatural vibe."
qp4Ubx7WOAQ,"The clip is a combination of various sound effects. First, we have a fire crackling and this continues throughout the clip. Then we have the sounds of hard objects falling on a wooden floor, and then the sound of glass breaking. What follows is a retro video game beeping sound effect, a grungy electric guitar power chord sequence, and simple rock drumming along with a bassline that matches the chords."
qpN3Aqrr8mg,This audio contains someone playing a xylophone sound and rattles. This is an amateur recording. You can hear clicking and recording noises. This audio may be playing demonstrating specific sounds on a device.
qpt3umHYfmY,"A female singer sings this soulful melody with backup singers in vocal harmony. The song is fast tempo with a quick drumming rhythm, percussive bass line, guitar strumming rhythm and keyboard accompaniment. The song has black gospel roots."
qpwjSTEaswI,"This folk dubstep features female voices singing the main melody. This is accompanied by percussion playing a dubstep beat. The tempo of the beat is fast, incorporating shuffles. A jaw harp plays a quirky sound in the background. The tempo of the song is fast. At the beginning, there is no bass. Toward the end, the bass plays while the percussion gets louder. This song can be played in a club."
qrP_H87vFpo,"The jazz music features a piano improvising with somewhat thick textures. A double bass plays a laid-back melody in the low register, for the most time with one note every two beats. The drummer plays a light rhythm employing a brush technique, rather than using sticks. The music has a swing feel to it."
qrY7PW5guxk,"This is a Haiti dance music piece. There is a male vocalist singing melodically in the Creole language. The brass, the keyboard and the bass guitar are the melodic elements of this piece. In the rhythmic background, the acoustic drums and percussive elements are playing a latin type beat. The atmosphere of the piece is chill and easygoing. This piece could be played at Caribbean bars and dance clubs. It could also be used as an accompaniment piece for dancing courses."
qrzNABqN420,"The low quality recording features a rock song that consists of a passionate female vocal singing over punchy kick and snare hits, shimmering hi hats, wide electric guitar melody and groovy bass guitar. It sounds energetic and addictive in the first half of the loop, while in the second part it's mellow and softer."
qsFfUzErXqw,"The song is instrumental. The tempo is medium with sitars and other stringed instruments playing in unison, tabla percussions and a harmonium playing the lead. The song is a classic hindustaani instrumental."
qsRPTMXFGsA,"A male Latin singer sings this passionate melody. The song is medium tempo with various Latin percussions, groovy bass line, keyboard harmony and a guitar playing lead. The song is romantic and a classic Latin dance groove. The song is a Latin dance hit with a deteriorating audio quality."
qtNTHnXOQew,"The low quality recording features an electro song played live and it consists of at least a punchy snare and a boomy bass. There are some crowd cheering noises in the background. It sounds muffled, energetic, aggressive and distorted as the recording is very noisy and in mono."
qtnE1hnCD0M,"The low quality recording features a loud, gliding synth bass, muffled snare and kick hits, tinny hi hats and shimmering ride cymbals. There is a busy line sound effect and its rhythm is offbeat relative to the song. It sounds generic - like a song from a video game."
qutPvh6TFd8,"This song features two harps playing a melody. In the beginning, both harps play the harp complimenting each other. After one bar, one of the harps plays the higher repetitive phrase and the other harp plays the lower register notes. This song has a happy mood. There are no other instruments in this song. There are no voices in this song. This song can be played in an inspirational video."
qwGT6wvYdLo,"The Rock Orchestra song features energetic crash cymbals, punchy kick and snare hits, groovy bass, wide electric guitar chords and simple strings melody. It sounds epic, powerful and energetic - like a theme song for an opening track of some anime."
qwI32Si0ipE,"The low quality recording features a live performance of a pop song and it consists of passionate male vocal singing over synth keys melody, shimmering riser, simple hi hats, punchy kick and snare hits and synth pad chords. There were some widely spread crowd claps and cheering as they were excited. It sounds energetic, exciting and passionate."
qwOLhVbuhpM,"This is a live recording of an instrumental electronic music beat. The rhythmic foundation of the beat consists of a simple medium tempo electronic drum beat. There are sounds coming from the background resembling a restaurant. It is a minimal-sounding groovy beat that is also danceable. With the removal of ambient sounds and a clean mix, this track could be used in the soundtrack of a TV show with an urban setting."
qwz7oLASJqg,This song features a pop song being sung by male voices in acapella . The voices sing the different parts of a choir. They are singing vocables and not words. The voices sing in harmony. Voices are singing the bass; alto and tenor parts. The mood of this song is romantic. This is an amateur recording. This song can be played in a romantic movie.
qxOPhByaK_M,"The low quality recording features a sustained string melody, tinny shimmering bells and addictive piano melody, complementing each other. At the very end of the loop there is a short snippet of flat female vocal narrating. At some point during the loop, there is a subtle unwanted low frequency sputter, which definitely makes this recording low quality."
qyCea2TuUV4,"The low quality recording features a live performance of a folk song and it consists of acoustic guitar solo melody, followed by banjo melody. The recording is noisy, there are some natural sounds - since it was performed outdoors and the stereo image is unbalanced due to the fact that the instruments are leaning towards the right channel of the stereo image. It still sounds passionate and upbeat."
r-PBeJiE5sc,This is an instrumental percussion piece. There is a wide variety of percussion instruments. There is a marimba playing a playful melody. The acoustic drums and steel percussion provide the remainder of the rhythmic background. The atmosphere is lively and energetic. This piece could be used in the soundtrack of a comedy movie or TV show.
r0I-G70gyo0,A male voice is speaking. In the background you can hear other voices. Then someone starts playing a bagpipe in a higher register underlaying its own drone. This song may be played on the streets by a busker.
r0Xvr8maR34,This orchestral song features the main melody played by trumpets. The brass section plays a repetitive melody and the chords behind the melody change. This is backed by the string section. Cellos and violas are playing the bass notes. This is an instrumental song with no voices. The song has a victorious mood. This song can be played when there is a grand entrance of a King into his castle.
r1W1z_31Obw,"This is an electronic dance/house music piece. There are female vocals singing melodically. The melody is being played by the keyboard with the electric guitar samples in the background. The rhythm consists of an electronic drum beat and electronic percussive elements. The atmosphere is danceable and energetic. This piece could be used in the soundtrack of a romantic comedy movie, especially during the scenes where a character is hesitating to open up to their crush."
r2gYE6-cGx8,"This clip would be suitable for a movie soundtrack during a scene that is thrilling, intense, exciting and fueled with adrenaline. The music is played by an orchestra, with several layers of violin and brass instruments. The song brings about an atmosphere that invites action."
r43WrKA6ppI,This is an instructive flamenco guitar piece. The player is depicting how the piece must be played by starting it slow and eventually getting faster. The theme is repeated by the player.
r4G71I1dFpA,"The low quality recording features a soft echoing female vocal singing over mellow piano chords, mellow synth pad chords and reverberant percussion. It sounds soft, mellow, passionate, emotional and sad."
r4JRDHYukZ4,"A male singer sings this emotional melody. The song is medium tempo with a steady drumming rhythm, accordion accompaniment and people singing together in unison. The song is emotional and sentimental. The song audio quality is poor."
r4nPBNL3D0E,"A male vocalist sings this lively Rock song. The tempo is fast with bright trumpet harmony, groovy bass, infectious drumming , electric guitar and vocal backup. The music is upbeat, groovy, funky, high-spirited, vibrant and enthusiastic. This song is Retro Rock and Roll."
r5xTmK2Fq1w,"The low quality recording features a reggae song that consists of flat male vocals, alongside filtered, echoing male vocal and doubling background vocals, singing over punchy kick and snare hits, energetic crash cymbals, tinny wooden percussions, groovy bass and synth keys chords. It sounds energetic, as it is upbeat and addictive, thanks to the cadence."
r6QD2E-YesI,"The low quality recording features a reverberant sound of boomy bass guitar, muffled drums, simple electric guitar chords and melodic male vocal singing over it. It sounds like it was recorded on a phone, since it is mono."
r6yGS_yQmj4,The song is experimental and instrumental. The song has varying tempos consisting of beep tones controlled by manipulating electric currents. The song is non musical and borders on being noisy.
r7Ve8ExE8YY,This song contains a female voice singing over a digital drum and synthesizer pad being used as a melodic and strongly rhythmic instrument. An orchestral hit is being used to play a very strong and full melody in-between the synth parts. This song may be playing in a club.
r9AxQfXYLEs,"Someone is playing an acoustic drum set with a lot of different percussive sounds such as tambourine, cowbell and congos. A male voice is speaking as if explaining something. This song may be playing in a drumming class."
rC4PNZ1XOmU,"The low quality recording features a metal song that consists of wide aggressive electric guitar chords, distorted bass guitar, punchy snare and kick hits alongside some snare rolls, synth keys melody and energetic crash cymbals. There are some glass hits and metallic object sound effects. It sounds chaotic, distorted, aggressive and muddy, since the frequencies are clashing with each other."
rDusaHYR69g,"This clip is two different tracks. The first one is a female vocalist singing a nursery rhyme with lively drums, tambourine beats and vocal backup. The second track is a child singing a song with a playful piano accompaniment . The songs are children_ nursery rhymes."
rE7S4nLrThs,A string ensemble is playing a sad melody together with a female choir singing. The recording is full of reverb and sounds very atmospheric and epic. This song may be playing in a sad movie-scene.
rFE_bKOr1W0,The low quality recording features a cover of a classical song played on buzzy harpsichord melody. The recording is a bit noisy.
rFwJ2L-geWw,The music excerpt features a piano playing a repeating melody in the background. Finger snaps can be heard playing the same rhythm that the piano does. In the background a noise similar to a vacuum cleaner can be heard. It sounds as if this whole thing was recorded with a phone or by an amateur.
rGEJVUcFA2U,"The low quality recording features a club house song that consists of groovy 808 bass, crispy claps, shimmering muffled shakers and high pitched harmonizing male vocals singing over it. The recording is thin and it sounds groovy, fun and happy."
rG_6MS6_K6g,A male voice is rapping in a higher pitch and with reverb and delay on his voice. An acoustic drum sample is playing a simple hip hop groove along with a tambourine like sound. The hihat is panned to the right side of the speakers. An e-bass is playing along. A clean e-guitar sample is being repeated as a melodic and rhythmic element. This song may be playing at home while cleaning the house.
rJZgUpzqAyY,An e-bass is playing a bluesy bassline along with acoustic drums with a slightly open hihat. An electric piano/organ is playing one short chord as a rhythmic element adding reggae vibes along with a e-guitar strumming fast chords on the offbeat. The guitar is running through a chorus effect. The male voices are singing a simple melody. This song may be playing at a live concert before a sports-event.
rKRI5UcIICI,This is an acoustic drum solo performance. The drummer is playing rapid and complex fills with a heavy use of cowbells. There is a clear latin music influence in this solo. It has an energetic aura. Parts of this performance could be sampled in use for beat-making.
rKfpCiJf9do,"The low quality recording features a traditional song that consists of wide wooden percussion, arpeggiated strings melody and breathy flute melody layered with brass melody. It sounds soulful, mystical and passionate."
rLBGxAj9D14,"This music is an upbeat instrumental . The tempo is fast with a funky harmonica melody leading to a pre-recorded track with infectious drumming, double bass and keyboard harmony. The track is muffled and incoherent. The music is. Catchy, lively, cheerful, perky, funky, happy, vivacious, vibrant and groovy. This music is a Blues Boogie instrumental."
rLQ93N6RJC0,"A male vocalist sings this catchy pop song. The tempo is medium fast with funky drumming, spirited acoustic guitar accompaniment, rhythmic clapping, steady bass line and keyboard harmony. The song is melodic, perky, peppy, youthful, playful, enthusiastic and fun. This is Indie Pop/Indie Rock."
rNJ0C44bOac,"This clip features low quality audio. A synth plays the main melody. The bass plays the root notes of the chords. This is accompanied by programmed percussion playing a simple beat. A constant beep is heard in the foreground, which doubles in tempo at the end of the clip. The instruments cannot be heard clearly due to the beeping sound over the instruments."
rNKJXwMz9XQ,"The jingle features a dolphin and deep water sound effects, followed by fading out strings and tinny shimmering bells. At the very end of the loop, there is a snippet of acoustic rhythm guitar and kick hits. The Sound effects are moving left-right throughout the stereo image. It sounds like something to use as an intro."
rNUtYf6EdW8,"The low quality recording features a classical song that consists of a suspenseful brass melody, sustained strings and dynamic low percussion roll. It sounds suspenseful, dramatic and intense."
